sample,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,GX_BIAS_LSB,GY_BIAS_LSB,GZ_BIAS_LSB,AX_BIAS_LSB,AY_BIAS_LSB,AZ_BIAS_LSB,ACC_LSB_PER_G,GYRO_LSB_PER_DPS,ACCEL_FS,GYRO_FS,DLPF_CFG
1054,0.001297,-1.000105,-0.002482,-0.068861,0.009424,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1055,-0.003098,-0.999372,0.002278,0.007475,0.085760,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1056,0.001053,-1.000593,0.002767,0.053277,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1057,-0.000900,-1.001814,0.000203,-0.023059,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1058,-0.000290,-1.000593,0.003133,-0.007792,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1059,-0.000656,-1.001448,-0.000163,0.007475,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1060,-0.000046,-0.997541,0.004476,0.022742,0.055225,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1061,0.000931,-1.000471,-0.002116,-0.068861,0.009424,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1062,0.001907,-1.002058,-0.000407,-0.053593,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1063,0.000076,-1.000593,-0.000529,-0.007792,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1064,0.000564,-0.999983,-0.002360,-0.007792,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1065,-0.000412,-0.998884,-0.002726,0.053277,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1066,0.000564,-0.998762,-0.002116,0.038010,0.070492,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1067,0.000076,-1.000105,0.000325,-0.053593,0.024691,-0.087987,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1068,-0.002976,-0.998396,-0.002482,-0.023059,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1069,0.001053,-1.001570,0.001790,-0.007792,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1070,-0.001511,-1.001081,-0.001140,-0.023059,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1071,-0.002609,-1.001570,-0.001140,-0.007792,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1072,0.000564,-0.999983,0.001180,-0.038326,-0.051645,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1073,-0.003586,-0.999983,0.002889,-0.007792,0.101027,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1074,0.002518,-1.001325,-0.001872,-0.007792,-0.097447,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1075,0.001175,-0.996199,-0.000773,0.007475,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1076,0.001419,-1.001081,-0.001628,-0.023059,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1077,-0.001999,-1.001203,0.001058,0.022742,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1078,-0.001145,-0.999861,0.002889,0.038010,0.070492,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1079,0.001785,-0.999617,0.002767,-0.038326,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1080,-0.003830,-0.999739,-0.000529,0.022742,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1081,0.002029,-0.999494,-0.002360,0.007475,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1082,-0.000168,-1.001692,0.000203,-0.007792,0.039958,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1083,-0.000656,-0.996687,0.003255,0.007475,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1084,0.000931,-0.999983,-0.004558,-0.007792,0.070492,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1085,-0.004318,-0.997419,0.004109,0.022742,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1086,0.002518,-0.998762,0.002034,0.038010,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1087,-0.000290,-0.998884,0.002767,0.038010,-0.082179,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1088,-0.000046,-1.001448,-0.001384,-0.007792,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1089,0.001053,-0.999250,-0.003947,-0.007792,-0.036378,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1090,-0.001267,-1.000349,0.001058,-0.084128,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1091,0.000076,-1.001570,0.000081,-0.023059,0.055225,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1092,0.001663,-1.000227,-0.000285,-0.007792,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1093,-0.000290,-0.999372,0.000203,-0.007792,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1094,-0.002731,-1.000959,-0.002482,0.007475,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1095,0.002518,-0.998884,0.001180,-0.068861,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1096,-0.001999,-1.000715,0.001180,-0.023059,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1097,-0.000168,-0.998152,0.000569,0.007475,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1098,0.001053,-1.000593,-0.001140,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1099,0.000198,-1.002058,-0.002971,-0.038326,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1100,0.001663,-0.999250,0.002400,0.068544,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1101,-0.000778,-1.001448,0.000447,0.022742,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1102,0.001297,-0.998274,0.002400,-0.053593,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1103,0.001175,-0.999983,-0.003093,0.038010,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1104,0.002151,-1.000837,0.001546,0.022742,0.009424,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1105,-0.002365,-1.000349,-0.000895,-0.007792,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1106,-0.004074,-1.000715,0.001668,-0.023059,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1107,0.002151,-1.000105,0.002523,-0.038326,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1108,-0.000046,-1.000837,0.003865,-0.038326,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1109,-0.000290,-1.000349,-0.001872,-0.007792,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1110,0.001785,-1.001203,-0.000285,-0.023059,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1111,0.000076,-0.997663,0.002889,-0.053593,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1112,-0.001633,-0.997053,0.003255,-0.007792,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1113,-0.002121,-1.000959,0.003743,0.007475,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1114,-0.001877,-0.999128,-0.000285,0.053277,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1115,-0.001511,-1.002546,-0.000163,0.038010,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1116,-0.001999,-1.000593,-0.001628,-0.007792,0.085760,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1117,0.000931,-1.001814,0.000081,0.038010,0.070492,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1118,-0.002487,-1.001203,-0.001628,0.022742,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1119,-0.002487,-0.999739,-0.001750,0.022742,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1120,-0.002243,-1.001325,0.000814,0.022742,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1121,-0.000778,-1.000715,0.001180,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1122,0.002273,-1.000593,-0.001506,-0.023059,0.009424,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1123,-0.001511,-0.999617,0.002156,-0.038326,0.009424,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1124,0.000198,-0.999250,-0.002604,-0.038326,-0.097447,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1125,-0.002243,-0.998396,-0.001506,-0.007792,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1126,-0.002121,-1.002424,0.002523,-0.023059,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1127,0.001663,-1.002058,-0.000773,-0.007792,-0.005844,0.095220,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1128,0.000809,-1.000471,0.003987,-0.038326,0.055225,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1129,-0.001022,-1.000593,0.001912,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1130,0.003860,-1.000227,-0.001628,-0.007792,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1131,-0.001145,-1.001081,0.004354,0.053277,-0.066912,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1132,-0.000534,-1.001081,0.003621,-0.007792,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1133,0.001297,-0.998884,0.000691,-0.007792,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1134,-0.001999,-1.002180,0.002034,-0.038326,0.070492,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1135,-0.000900,-0.998640,-0.000163,0.022742,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1136,-0.002609,-1.001203,-0.000163,-0.023059,0.024691,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1137,0.001297,-1.002302,-0.001872,0.007475,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1138,0.001785,-0.998884,0.000447,0.053277,-0.097447,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1139,-0.001877,-0.999983,0.001302,0.038010,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1140,-0.002243,-0.998274,-0.002360,-0.007792,0.055225,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1141,-0.001022,-1.001448,0.001058,0.007475,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1142,-0.001511,-0.999372,0.000691,-0.084128,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1143,-0.001145,-1.000105,0.001180,0.007475,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1144,-0.000778,-1.000715,-0.000041,-0.007792,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1145,0.002518,-1.000105,0.001058,-0.053593,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1146,-0.001511,-1.002302,0.001790,-0.038326,-0.036378,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1147,0.000076,-1.000959,0.001912,0.007475,0.070492,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1148,-0.001022,-1.000227,0.000325,0.022742,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1149,-0.003342,-1.001692,-0.000041,-0.007792,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1150,0.001175,-1.000837,0.001912,0.022742,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1151,-0.003586,-1.000349,-0.001017,-0.007792,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1152,-0.000168,-0.998030,-0.000163,-0.007792,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1153,-0.001145,-0.999861,0.000081,-0.053593,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1154,0.003982,-0.999372,-0.002238,0.022742,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1155,0.001175,-0.999128,0.003377,0.038010,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1156,-0.001145,-0.999006,-0.002360,-0.007792,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1157,0.002151,-0.998152,0.002278,-0.053593,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1158,-0.002487,-0.999739,0.003255,-0.053593,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1159,0.000687,-0.996687,-0.000529,-0.007792,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1160,0.004959,-1.001203,0.003011,-0.023059,0.009424,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1161,-0.000412,-1.000959,-0.001872,0.007475,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1162,-0.000656,-0.997908,0.002645,0.022742,-0.082179,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1163,-0.002121,-0.999739,0.000936,0.022742,0.055225,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1164,-0.001755,-1.000593,0.002889,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1165,-0.004440,-0.999006,-0.001506,0.053277,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1166,-0.004074,-0.999861,-0.001017,-0.023059,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1167,-0.003098,-1.000227,-0.001262,-0.038326,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1168,0.001175,-1.000227,-0.001750,-0.023059,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1169,-0.001267,-0.996199,-0.001384,-0.038326,-0.021111,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1170,0.001419,-1.001814,-0.001628,0.007475,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1171,0.001663,-0.997175,0.000325,-0.007792,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1172,0.001419,-1.002302,0.000203,-0.007792,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1173,-0.000168,-1.000471,0.000203,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1174,0.002762,-1.000349,0.000814,-0.007792,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1175,-0.000900,-0.999250,0.001546,-0.038326,0.024691,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1176,-0.001633,-0.999372,-0.001628,0.007475,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1177,-0.003586,-0.999983,-0.003459,-0.023059,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1178,-0.001022,-1.002668,-0.000651,0.007475,-0.036378,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1179,0.000320,-1.002058,-0.004924,-0.007792,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1180,-0.001999,-0.999739,0.001180,0.022742,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1181,0.001419,-1.001203,-0.001262,0.038010,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1182,-0.000290,-1.001081,-0.000773,-0.053593,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1183,-0.002854,-0.997053,0.001424,0.007475,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1184,-0.001389,-1.000105,-0.002849,-0.023059,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1185,0.001053,-0.999006,-0.001750,0.038010,0.024691,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1186,-0.000046,-0.998884,-0.002849,0.038010,0.070492,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1187,-0.001877,-1.002912,0.000203,0.053277,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1188,-0.001877,-0.999617,-0.000163,0.022742,0.055225,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1189,-0.001755,-0.997908,-0.003581,0.022742,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1190,-0.000168,-1.000471,-0.003215,-0.023059,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1191,0.000442,-1.000715,-0.002360,-0.038326,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1192,-0.001267,-1.002058,0.001424,-0.007792,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1193,-0.001999,-1.000471,0.001302,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1194,-0.002121,-1.000471,-0.001384,-0.007792,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1195,0.001419,-0.999983,-0.000651,-0.023059,-0.021111,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1196,-0.001389,-1.001448,-0.000651,0.007475,0.055225,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1197,-0.000290,-0.998152,0.001424,-0.023059,-0.036378,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1198,-0.000534,-1.000593,-0.002360,0.022742,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1199,-0.001633,-1.000959,0.000203,0.007475,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1200,-0.001267,-0.996687,0.001668,0.007475,-0.051645,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1201,0.003738,-0.999861,-0.002360,-0.007792,-0.066912,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1202,0.003006,-0.995100,-0.001872,-0.038326,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1203,0.000564,-0.998640,-0.002360,0.007475,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1204,-0.001511,-0.997663,-0.002360,0.007475,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1205,-0.000168,-1.000349,0.000569,0.022742,0.055225,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1206,-0.000168,-1.000471,-0.000773,-0.068861,-0.036378,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1207,-0.000168,-1.001081,0.001912,-0.007792,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1208,0.000931,-0.999128,-0.000407,-0.053593,0.055225,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1209,0.002029,-0.998396,0.001058,-0.038326,0.039958,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1210,0.000687,-1.000227,-0.001506,-0.023059,0.039958,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1211,0.003372,-1.001325,-0.005412,0.038010,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1212,0.000687,-0.997785,-0.001506,-0.053593,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1213,0.001175,-1.001448,0.003621,0.022742,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1214,0.002518,-0.998518,0.001424,0.022742,-0.021111,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1215,-0.000900,-0.998762,0.000814,-0.038326,0.039958,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
1216,0.001419,-0.999128,0.000325,-0.023059,-0.005844,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
