sample,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,GX_BIAS_LSB,GY_BIAS_LSB,GZ_BIAS_LSB,AX_BIAS_LSB,AY_BIAS_LSB,AZ_BIAS_LSB,ACC_LSB_PER_G,GYRO_LSB_PER_DPS,ACCEL_FS,GYRO_FS,DLPF_CFG
148,0.001785,-0.999250,0.003133,0.007475,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
149,-0.002365,-0.998152,0.000814,-0.023059,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
150,0.003250,-1.000105,0.005208,-0.007792,0.024691,0.110487,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
151,-0.000046,-1.001570,-0.001140,-0.038326,-0.051645,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
152,0.003494,-0.999372,-0.002360,0.007475,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
153,-0.001755,-0.999983,-0.001750,0.068544,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
154,-0.000900,-0.999006,-0.004069,-0.038326,0.055225,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
155,0.000931,-1.000837,0.004232,-0.023059,-0.021111,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
156,-0.002609,-1.000105,0.003133,-0.023059,-0.051645,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
157,0.000198,-0.999494,0.003377,0.007475,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
158,-0.000290,-0.998396,-0.000895,-0.023059,-0.005844,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
159,-0.001022,-1.000105,0.002400,0.007475,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
160,-0.001755,-0.998762,0.002645,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
161,0.002396,-0.999250,0.002156,0.022742,-0.005844,-0.087987,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
162,-0.002121,-1.001570,0.000569,0.007475,-0.051645,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
163,0.001785,-1.000105,-0.001384,-0.038326,-0.066912,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
164,0.003128,-0.997663,-0.001750,-0.023059,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
165,0.001053,-0.999617,-0.001628,-0.038326,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
166,-0.000046,-0.998518,0.002156,-0.038326,-0.036378,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
167,0.005203,-0.995954,-0.000529,-0.068861,0.055225,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
168,0.001419,-1.001203,0.002400,-0.023059,-0.021111,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
169,0.000809,-1.001936,-0.001994,0.007475,-0.066912,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
170,0.006912,-1.000837,-0.001506,0.053277,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
171,-0.001389,-0.999861,-0.000895,-0.038326,0.024691,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
172,0.003250,-0.997297,-0.001872,0.022742,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
173,-0.001389,-1.001081,0.002034,-0.038326,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
174,0.000076,-1.000959,0.001058,-0.007792,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
175,-0.001877,-0.999494,-0.003337,0.022742,-0.036378,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
176,0.000320,-0.999983,-0.001506,-0.038326,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
177,0.001175,-0.999494,0.000936,0.068544,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
178,-0.000168,-0.999128,0.004476,-0.007792,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
179,0.000198,-0.997908,-0.003581,-0.023059,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
180,-0.001511,-1.002058,-0.001384,0.022742,0.039958,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
181,0.001663,-1.001081,-0.000895,0.007475,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
182,-0.002487,-0.999372,0.000936,0.007475,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
183,0.001785,-0.998396,-0.003581,-0.038326,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
184,0.003250,-0.998274,-0.000895,0.038010,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
185,0.002029,-0.999983,0.001302,-0.007792,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
186,-0.002854,-1.000959,-0.001017,-0.007792,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
187,-0.002609,-1.003767,0.001180,0.022742,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
188,-0.001755,-0.998640,0.002156,0.007475,0.055225,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
189,-0.001999,-1.002546,-0.001140,0.022742,-0.021111,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
190,-0.002121,-1.000349,0.000081,-0.007792,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
191,0.003860,-0.997785,0.000691,0.068544,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
192,-0.000534,-1.000959,0.000081,0.022742,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
193,-0.001877,-1.000715,0.000203,-0.038326,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
194,0.001297,-0.999372,0.001912,0.007475,0.085760,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
195,0.000564,-1.000593,0.001302,0.007475,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
196,0.003860,-0.996443,0.002034,-0.023059,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
197,0.001175,-1.002424,-0.001506,-0.023059,0.055225,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
198,0.002151,-0.998884,-0.000529,-0.053593,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
199,-0.000168,-1.001081,-0.001384,-0.038326,0.039958,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
200,-0.000534,-1.001570,0.000691,-0.007792,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
201,-0.001145,-0.999494,-0.000651,0.022742,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
202,0.002762,-0.999250,-0.002482,-0.007792,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
203,0.001297,-0.998030,0.000081,-0.053593,-0.036378,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
204,0.001907,-1.001936,0.003987,-0.023059,0.055225,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
205,0.001907,-1.000105,0.000081,0.053277,-0.066912,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
206,0.002273,-0.995710,0.005574,-0.007792,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
207,0.002029,-0.999861,0.000691,-0.023059,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
208,0.001907,-0.999983,0.001424,-0.007792,-0.051645,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
209,-0.000290,-1.000593,-0.002360,0.038010,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
210,0.002273,-0.998396,-0.002849,-0.007792,0.055225,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
211,-0.003220,-0.998762,0.001058,-0.023059,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
212,0.000198,-1.000471,-0.001872,0.022742,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
213,-0.001145,-0.999372,0.000814,0.022742,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
214,0.000931,-0.997419,0.003133,0.038010,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
215,0.000076,-1.001325,0.000203,0.083811,-0.036378,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
216,-0.000656,-1.000959,-0.000773,-0.007792,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
217,-0.001999,-0.999494,0.001546,0.038010,0.024691,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
218,0.003250,-0.999494,0.003865,-0.023059,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
219,0.000076,-1.004866,0.004842,0.038010,0.085760,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
220,-0.001022,-1.000837,0.001912,-0.023059,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
221,0.001541,-1.000105,-0.001506,0.007475,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
222,0.003982,-0.998762,0.000203,-0.007792,0.009424,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
223,0.001053,-1.001814,0.000814,0.007475,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
224,0.003372,-0.999494,0.003011,0.007475,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
225,0.000320,-1.000105,0.000814,-0.038326,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
226,-0.001999,-0.999861,-0.001872,0.007475,-0.036378,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
227,-0.001145,-0.999861,-0.000041,0.007475,-0.036378,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
228,-0.000046,-0.999006,-0.003337,0.022742,-0.005844,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
229,0.002396,-0.999861,0.000203,0.022742,0.024691,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
230,-0.000900,-1.001081,-0.000773,-0.023059,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
231,0.002518,-0.999250,0.005574,0.022742,0.009424,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
232,-0.002976,-1.001692,-0.001384,0.022742,0.024691,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
233,0.000198,-0.999494,-0.001384,0.022742,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
234,-0.002731,-0.999983,-0.001140,-0.023059,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
235,0.000564,-0.998762,0.002156,-0.084128,-0.051645,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
236,0.002396,-1.000471,-0.001384,-0.023059,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
237,0.003250,-1.001203,0.001668,0.007475,0.039958,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
238,-0.002854,-1.002546,-0.000285,-0.038326,0.039958,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
239,0.000320,-0.998274,-0.001628,0.053277,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
240,0.000320,-0.999250,-0.003703,-0.053593,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
241,0.002151,-0.999372,-0.000407,-0.007792,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
242,0.002640,-1.000105,-0.001262,0.022742,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
243,0.002884,-1.000227,-0.001994,0.053277,0.009424,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
244,-0.001389,-0.997297,-0.001750,-0.023059,-0.036378,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
245,0.003250,-1.000227,-0.001628,-0.007792,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
246,0.003616,-0.999983,0.000814,0.022742,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
247,-0.002365,-1.000349,-0.000529,0.007475,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
248,-0.000778,-0.998640,0.000203,0.022742,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
249,0.002029,-1.001692,0.004109,0.022742,-0.051645,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
250,0.001419,-1.001936,0.004232,0.038010,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
251,0.000687,-0.999739,-0.001017,0.007475,-0.036378,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
252,-0.002976,-1.000471,0.001180,-0.023059,0.039958,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
253,-0.000534,-1.000105,0.001912,-0.038326,0.055225,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
254,0.001297,-0.999006,-0.002116,-0.038326,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
255,0.000809,-1.000715,0.000081,0.007475,-0.036378,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
256,-0.001145,-1.002302,-0.002360,0.053277,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
257,-0.000290,-1.001814,0.000569,0.038010,0.070492,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
258,-0.002609,-1.001692,-0.001262,-0.023059,0.039958,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
259,-0.002121,-0.999617,-0.003337,-0.007792,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
260,0.002762,-0.999128,-0.000407,0.007475,0.085760,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
261,-0.000778,-0.998518,-0.001506,0.053277,0.024691,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
262,0.003128,-1.000227,-0.001872,0.022742,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
263,0.003982,-1.002912,0.000203,-0.023059,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
264,-0.001633,-1.001325,0.003255,-0.023059,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
265,0.003616,-0.999250,-0.001750,0.022742,-0.051645,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
266,0.001663,-0.998884,0.000691,0.022742,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
267,0.002884,-0.999617,-0.001628,-0.007792,-0.005844,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
268,0.001175,-0.999006,-0.000041,-0.053593,0.009424,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
269,0.000442,-0.997663,0.001546,-0.023059,-0.021111,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
270,-0.002365,-0.998274,0.003011,0.038010,-0.066912,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
271,-0.001999,-1.000349,-0.003581,0.022742,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
272,-0.001511,-1.001325,0.000691,0.007475,-0.051645,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
273,-0.000290,-0.999494,-0.001506,-0.023059,-0.021111,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
274,-0.002731,-0.999250,-0.001506,-0.038326,-0.066912,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
275,0.001297,-1.001570,-0.002604,0.007475,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
276,0.001785,-0.998518,0.001546,0.022742,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
277,0.000809,-0.999739,-0.000651,-0.007792,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
278,-0.001999,-1.000593,0.002156,0.053277,-0.005844,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
279,0.001419,-0.998518,-0.000529,-0.007792,0.039958,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
280,-0.000778,-0.998396,-0.000895,-0.023059,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
281,-0.000656,-1.000227,-0.001750,-0.084128,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
282,-0.001999,-1.000715,0.001058,-0.038326,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
283,0.000687,-1.000593,0.005086,0.022742,0.009424,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
284,-0.000656,-0.999617,-0.003581,0.068544,-0.021111,0.064685,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
285,0.000076,-1.000715,-0.000163,-0.023059,-0.021111,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
286,-0.001755,-0.999494,0.001546,-0.023059,-0.051645,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
287,-0.000290,-0.999739,0.000569,-0.023059,-0.036378,-0.072719,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
288,0.001541,-1.002058,0.001668,0.022742,-0.005844,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
289,-0.000046,-0.997419,-0.001506,-0.068861,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
290,0.001053,-1.000349,0.002034,0.022742,-0.021111,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
291,0.000320,-1.001448,-0.002238,0.007475,0.055225,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
292,-0.000656,-1.000959,0.000691,0.007475,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
293,-0.000534,-1.000105,-0.003947,-0.023059,-0.021111,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
294,0.003982,-0.998152,-0.001872,-0.007792,0.009424,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
295,0.001663,-0.999617,-0.001262,-0.023059,0.009424,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
296,0.000442,-1.002302,-0.003825,0.007475,-0.005844,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
297,0.001907,-0.998030,-0.001506,0.007475,-0.005844,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
298,-0.002365,-0.998396,0.002523,-0.023059,0.024691,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
299,-0.001511,-1.001325,0.000936,0.022742,-0.051645,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
300,-0.003586,-1.001448,-0.002849,0.022742,0.009424,0.049418,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
301,0.000809,-1.000227,-0.000651,0.007475,-0.005844,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
302,-0.000046,-0.998762,-0.002360,0.007475,-0.005844,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
303,0.001419,-0.999739,0.000081,0.022742,0.055225,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
304,0.002762,-0.999617,-0.000529,0.068544,-0.021111,0.095220,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
305,0.005203,-0.999128,0.000447,0.022742,0.070492,-0.026918,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
306,0.002884,-0.996443,-0.002360,0.038010,0.085760,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
307,0.001297,-0.999006,-0.003703,-0.053593,-0.021111,0.034151,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
308,-0.002243,-0.998762,-0.001628,0.022742,0.024691,-0.057452,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
309,-0.003220,-1.002546,0.000203,-0.023059,0.024691,-0.042185,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
310,-0.001633,-0.998762,-0.001506,0.038010,-0.021111,-0.011651,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
311,0.003128,-1.000715,0.000936,-0.007792,0.039958,0.018884,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
312,0.003372,-1.000837,0.000081,0.038010,-0.036378,0.003616,-108.490,17.383,-61.237,264.376,-117.142,-983.665,8192.0,65.5,±4g,±500dps,3
